compound_name_or_id,canonical_smiles,true_pIC50,known_positive,predicted_pIC50,rank,percentile_rank,max_train_tanimoto,exact_training_match,murcko_scaffold,same_scaffold_present_in_training,same_scaffold_train_count
CHEMBL3233761,CN(C)CCCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.92072868347168,False,7.686332358254326,11,2.3157894736842106,0.5921052631578947,False,c1ccc(Nc2ncnc3sccc23)cc1,False,0
CHEMBL3233759,COC(=O)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.301290512084961,False,7.683209920300377,12,2.526315789473684,0.625,False,c1ccc(Nc2ncnc3sccc23)cc1,False,0
lapatinib (CHEMBL554),CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.966576099395752,True,7.676742265939712,13,2.736842105263158,0.8734177215189873,False,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,True,37
CHEMBL65848,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,5.850780963897705,False,7.673378562927246,14,2.9473684210526314,0.759493670886076,False,O=C1Nc2ncnc(Nc3ccc4c(c3)CCC4)c2C1=Cc1ccc(C(=O)N2CCOCC2)[nH]1,False,0
CHEMBL443268,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,5.274905681610107,False,7.637398984167312,15,3.1578947368421053,0.6222222222222222,False,O=C1Nc2ncnc(Nc3ccccc3)c2C1=Cc1ccc(C(=O)NCCN2CCOCC2)[nH]1,False,0
CHEMBL3628791,Fc1ccc(Nc2ncnc3sccc23)cc1Cl,5.525783538818359,False,7.605969133059184,16,3.3684210526315788,0.6086956521739131,False,c1ccc(Nc2ncnc3sccc23)cc1,False,0
CHEMBL2048792,O=C1Cc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc2N1,5.638272285461426,False,7.598457409540813,17,3.5789473684210527,0.7333333333333333,False,O=C1Cc2ccc(Oc3ccc(Nc4ncnc5cc[nH]c45)cc3)cc2N1,False,0
CHEMBL5415774,CCNS(=O)(=O)c1cnc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)cc1N[C@@H](C)CC,5.312025547027588,False,7.562036484241486,18,3.789473684210526,0.6746987951807228,False,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3ccccn3)n2)cn1,False,0
CHEMBL138691,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,5.641684532165527,False,7.557747743924459,19,4.0,0.6,False,c1ccc(Nc2ncnc3cnccc23)cc1,False,0
CHEMBL3416590,COc1ccccc1-c1cc2c(N[C@@H](C)c3ccccc3)ncnc2s1,5.730486869812012,False,7.552166524993048,20,4.2105263157894735,0.7592592592592593,False,c1ccc(CNc2ncnc3sc(-c4ccccc4)cc23)cc1,False,0
CHEMBL3133754,COc1cc2ncnc(Nc3cccc(NC(=O)Nc4cccc(C)c4)c3)c2cc1OCCCN1CCOCC1,5.628931999206543,False,7.545582282543182,21,4.421052631578948,0.7341772151898734,False,O=C(Nc1ccccc1)Nc1cccc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)c1,False,0
CHEMBL182397,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3F)c2cc1OC,5.552842140197754,False,7.532318063682978,22,4.631578947368421,0.6296296296296297,False,O=C(Nc1cccc(Nc2ncnc3ccccc23)c1)c1ccccc1,False,0
CHEMBL3233765,CN1CCN(CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,5.468648910522461,False,7.5040547219912215,23,4.842105263157895,0.7571428571428571,False,O=C(CN1CCNCC1)Nc1cc2c(Nc3ccccc3)ncnc2s1,False,0
CHEMBL5281446,CC(C)c1nn(C(C)C)c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc12,5.619788646697998,False,7.405508992804421,24,5.052631578947368,0.7534246575342466,False,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc4[nH]ncc4cn3)n2)cn1,False,0
CHEMBL1643976,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,5.739928722381592,False,7.375026209831238,25,5.2631578947368425,0.7012987012987013,False,c1ccc(Oc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,False,0
CHEMBL3612571,COCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)c(Cl)c4)c3cc21,5.886056423187256,False,7.359102093378703,26,5.473684210526316,0.7402597402597403,False,O=c1[nH]c2cc3c(Nc4ccc(OCc5ccccc5)cc4)ncnc3cc2o1,False,0
CHEMBL3612574,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,5.107905387878418,False,7.347807335683277,27,5.684210526315789,0.7088607594936709,False,O=c1[nH]c2cc3c(Nc4ccccc4)ncnc3cc2o1,False,0
CHEMBL3671567,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C1CCCN1,5.709075450897217,False,7.346549181408353,28,5.894736842105263,0.8026315789473685,False,O=C(NCCOc1ccc2c(Nc3ccccc3)ncnc2c1)C1CCCN1,False,0
CHEMBL3233769,C=CCOC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.376414775848389,False,7.318087549606959,29,6.105263157894737,0.5866666666666667,False,c1ccc(Nc2ncnc3sccc23)cc1,False,0
CHEMBL360209,COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4ccccc4)c3)c2cc1OC,5.6575775146484375,False,7.2422211505042196,30,6.315789473684211,0.7049180327868853,False,O=C(Nc1cccc(Nc2ncnc3ccccc23)c1)c1ccccc1,False,0
CHEMBL5196064,COc1cc2ncnc3c2cc1OCCCCCCOc1cc(Cl)ccc1N3,4.197180271148682,False,7.192770042392942,31,6.526315789473684,0.8490566037735849,False,c1ccc2c(c1)Nc1ncnc3ccc(cc13)OCCCCCCO2,False,0
CHEMBL3397275,Clc1cc(Nc2ncnc3ccc(NC4=NC[C@H](COc5ccccc5)O4)cc23)ccc1OCc1nccs1,5.917214393615723,False,7.192321816285451,32,6.7368421052631575,0.45454545454545453,False,c1ccc(OCC2CN=C(Nc3ccc4ncnc(Nc5ccc(OCc6nccs6)cc5)c4c3)O2)cc1,False,0
CHEMBL4447289,C=CC(=O)Nc1cccc(-c2noc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,5.857850551605225,False,7.178611451815045,33,6.947368421052632,0.7246376811594203,False,c1ccc(CNc2ncnc3onc(-c4ccccc4)c23)cc1,False,0
CHEMBL3133894,C=CC(=O)Nc1ccc2ncnc(NC3CCCCC3)c2c1,5.510681629180908,False,7.14306079864502,34,7.157894736842105,0.5789473684210527,False,c1ccc2c(NC3CCCCC3)ncnc2c1,False,0
CHEMBL184311,Cc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnn12,5.48811674118042,False,7.119952838977179,35,7.368421052631579,0.49019607843137253,False,c1ccc(Nc2ncnn3cccc23)cc1,False,0
CHEMBL4292715,Cc1oc2ncnc(Nc3cccc(Cl)c3)c2c1C(=O)NCCO,5.568636417388916,False,7.095307648579279,36,7.578947368421052,0.4868421052631579,False,c1ccc(Nc2ncnc3occc23)cc1,False,0
CHEMBL398963,Fc1ccc(Nc2ncnc3ccc(C#Cc4cccs4)cc23)cc1Cl,5.784997463226318,False,7.083712623914082,37,7.7894736842105265,0.7592592592592593,False,C(#Cc1cccs1)c1ccc2ncnc(Nc3ccccc3)c2c1,False,0
CHEMBL4210237,C=CC(=O)Nc1ccccc1Oc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl,5.074687957763672,False,7.083032035297816,38,8.0,0.7037037037037037,False,c1ccc(Oc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,False,0
CHEMBL4213082,C=CC(=O)Nc1ccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)cc1,5.549750804901123,False,7.072576216962602,39,8.210526315789474,0.7307692307692307,False,c1ccc(Oc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,False,0
CHEMBL3910361,C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)c1,5.28399658203125,False,7.060682489077251,40,8.421052631578947,0.6538461538461539,False,O=c1[nH]c2cc3c(Nc4ccccc4)ncnc3cc2o1,False,0
CHEMBL3234743,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccc(O)nc1,5.876148223876953,False,7.060376229816014,41,8.631578947368421,0.8208955223880597,False,O=C(Nc1cccc(C(=O)Nc2ccc(CN3CCNCC3)cc2)c1)c1cccnc1,False,0
CHEMBL4784185,N#Cc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)c4cc([N+](=O)[O-])ccc4F)cc23)cc1Cl,5.6487836837768555,False,7.0552196791436925,42,8.842105263157896,0.8085106382978723,False,O=C(Nc1cc2c(Nc3ccccc3)ncnc2cc1OCCCN1CCOCC1)c1ccccc1,False,0
CHEMBL197525,COc1ccc(Nc2ncnc3cccc(OC4CCN(C)CC4)c23)cc1Cl,5.744727611541748,False,7.041847123305003,43,9.052631578947368,0.7846153846153846,False,c1ccc(Nc2ncnc3cccc(OC4CCNCC4)c23)cc1,False,0
CHEMBL5815780,C=CC(=O)N1CCOc2ccc(Nc3ncc(F)c(Nc4cccc(Cl)c4)n3)cc21,5.978810787200928,False,7.026972926457723,44,9.263157894736842,0.7222222222222222,False,c1ccc(Nc2ccnc(Nc3ccc4c(c3)NCCO4)n2)cc1,False,0
CHEMBL472743,COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)ccnc12,5.268411159515381,False,7.026324917276701,45,9.473684210526315,0.6153846153846154,False,O=C(C=CCN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1,False,0
CHEMBL473141,CCOc1cc2nccc(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,4.986320495605469,False,7.018863203684489,46,9.68421052631579,0.5679012345679012,False,O=C(C=CCN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1,False,0
CHEMBL187007,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC,4.537601947784424,False,7.008740383519068,47,9.894736842105264,0.5633802816901409,False,O=C(Nc1cccc(Nc2ncnc3ccccc23)c1)c1ccccc1,False,0
CHEMBL186802,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC,5.251811981201172,False,7.0079876640107885,48,10.105263157894736,0.6875,False,O=C(Nc1cccc(Nc2ncnc3ccccc23)c1)c1ccccc1,False,0
CHEMBL3612575,C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCCC(=O)OCC)c4cc23)c1,5.2441253662109375,False,7.00342320336236,49,10.31578947368421,0.6829268292682927,False,O=c1[nH]c2cc3c(Nc4ccccc4)ncnc3cc2o1,False,0
CHEMBL1683957,Cc1c(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncnc1-c1ccccc1,4.698969841003418,False,6.996389275895225,50,10.526315789473685,0.6666666666666666,False,c1ccc(COc2ccc(Nc3cc(-c4ccccc4)ncn3)cc2)cc1,False,0
CHEMBL3740614,C=CC(=O)Nc1cccc(Nc2nc(N/N=C/c3ccc(F)cc3F)ncc2Cl)c1,4.936666488647461,False,6.950337181753581,51,10.736842105263158,0.5757575757575758,False,C(=NNc1nccc(Nc2ccccc2)n1)c1ccccc1,False,0
CHEMBL185327,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)ccc3Cl)c2cc1OC,4.958607196807861,False,6.946952080859079,52,10.947368421052632,0.625,False,O=C(Nc1cccc(Nc2ncnc3ccccc23)c1)c1ccccc1,False,0
CHEMBL3739812,C=CC(=O)Nc1cccc(Nc2nc(N/N=C/c3ccccc3F)ncc2Cl)c1,5.718966484069824,False,6.93715944316652,53,11.157894736842104,0.5873015873015873,False,C(=NNc1nccc(Nc2ccccc2)n1)c1ccccc1,False,0
CHEMBL5860263,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc4c(c3)N(C(=O)OC(C)(C)C)CCO4)ncc2F)c1,5.6192240715026855,False,6.932075919310252,54,11.368421052631579,0.6447368421052632,False,c1ccc(Nc2ccnc(Nc3ccc4c(c3)NCCO4)n2)cc1,False,0
CHEMBL186747,COc1cc2ncnc(Nc3ccc(C)c(NC(=O)c4ccccc4)c3)c2cc1OC,5.494850158691406,False,6.9154598681132,55,11.578947368421053,0.7636363636363637,False,O=C(Nc1cccc(Nc2ncnc3ccccc23)c1)c1ccccc1,False,0
CHEMBL4062617,C=CC(=O)NCc1cccc(-c2nc(C3CC3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,5.176817893981934,False,6.91102331995964,56,11.789473684210526,0.7432432432432432,False,c1ccc(-c2cc3c(-c4[nH]c(-c5ccccc5)nc4C4CC4)ccnc3[nH]2)cc1,False,0
CHEMBL5845962,C=C(C)C(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4cc(F)ccc4o3)c3c(N)ncnc32)C1,5.887730121612549,False,6.895045977883868,57,12.0,0.7407407407407407,False,O=C(Nc1nc2ccccc2o1)c1nn(C2CCCNC2)c2ncncc12,False,0
CHEMBL2426284,C=CC(=O)N1CCc2cc(OC)c(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)cc21,5.615311145782471,False,6.890040676858689,58,12.210526315789474,0.6904761904761905,False,c1ccc2c(-c3ccnc(Nc4ccc5c(c4)NCC5)n3)c[nH]c2c1,False,0
CHEMBL4094527,C=CC(=O)N1CCC[C@@H](n2ncc3c(N)ncnc32)C1,5.698969841003418,False,6.86629764011171,59,12.421052631578947,0.6031746031746031,False,c1ncc2cnn(C3CCCNC3)c2n1,False,0
CHEMBL1256432,CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)c(F)c4)c4c(N)ncnc43)CC2)CC1,5.540607452392578,False,6.859386789904701,60,12.631578947368421,0.46938775510204084,False,c1ccc2oc(Nc3ccc(-c4nn(C5CCC(N6CCNCC6)CC5)c5ncncc45)cc3)nc2c1,False,0
CHEMBL3740257,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(F)cc3F)ncc2Cl)c1,5.286968231201172,False,6.8593198108673095,61,12.842105263157896,0.5694444444444444,False,C(=NNc1nccc(Nc2ccccc2)n1)c1ccccc1,False,0
CHEMBL5429263,C=CC(=O)Nc1cc(-c2ccccc2)ccn1,4.494850158691406,False,6.8564895015292695,62,13.052631578947368,0.5918367346938775,False,c1ccc(-c2ccncc2)cc1,False,0
CHEMBL3234740,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnccn1,5.408935546875,False,6.851447622511123,63,13.263157894736842,0.8382352941176471,False,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(NC(=O)c2cnccn2)c1,False,0
CHEMBL3604919,C=CC(=O)Nc1cccc(-c2nccc(Nc3cc(C)[nH]n3)n2)c1,5.577450752258301,False,6.850849687258402,64,13.473684210526315,0.5,False,c1ccc(-c2nccc(Nc3cc[nH]n3)n2)cc1,False,0
CHEMBL5436057,CN(C)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NCCO)c23)c1,5.945393085479736,False,6.850837442821926,65,13.68421052631579,0.7567567567567568,False,c1ccc(-c2oc3ncncc3c2-c2ccccc2)cc1,False,0
CHEMBL3915538,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C[C@@H]1CCCN1C(=O)/C=C/CN1CCOCC1,5.204954624176025,False,6.842347485330371,66,13.894736842105264,0.759493670886076,False,O=C(C=CCN1CCOCC1)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2cncnc21,False,0
CHEMBL248220,COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OCc1ccccc1,5.7931742668151855,False,6.830636906570859,67,14.105263157894736,0.7536231884057971,False,c1ccc(COc2ccc3nccc(NC4CC4c4ccccc4)c3c2)cc1,False,0
CHEMBL3741245,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(F)cc3)ncc2Cl)c1,5.774690628051758,False,6.830252741177877,68,14.31578947368421,0.5974025974025974,False,C(=NNc1nccc(Nc2ccccc2)n1)c1ccccc1,False,0
CHEMBL3902295,O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(F)c4)c3cc21,5.327902317047119,False,6.829624910354614,69,14.526315789473685,0.7105263157894737,False,O=c1[nH]c2cc3c(Nc4ccccc4)ncnc3cc2o1,False,0
CHEMBL311111,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CN6CCOCC6)cc5)sc34)ccc2[nH]1,5.903090000152588,False,6.829151561790042,70,14.736842105263158,0.6753246753246753,False,c1cc(Nc2ccc3[nH]ccc3c2)c2sc(-c3ccc(CN4CCOCC4)cc3)cc2n1,False,0
CHEMBL3741796,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(C)cc3)ncc2Cl)c1,5.246417045593262,False,6.820559867223104,71,14.947368421052632,0.6268656716417911,False,C(=NNc1nccc(Nc2ccccc2)n1)c1ccccc1,False,0
CHEMBL4071494,Oc1ccc(-c2nc(-c3ccco3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1,5.683114528656006,False,6.78380464553833,72,15.157894736842104,0.7962962962962963,False,c1ccc(-c2cc3c(-c4[nH]c(-c5ccccc5)nc4-c4ccco4)ccnc3[nH]2)cc1,False,0
CHEMBL116012,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,4.986320495605469,False,6.783130876753065,73,15.368421052631579,0.7407407407407407,False,O=C(C=CCN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1,False,0
CHEMBL3608432,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3C)c3ncn(C(C)C)c3n2)C[C@H]1F,5.672232627868652,False,6.769010707696279,74,15.578947368421053,0.5180722891566265,False,c1nc2c(Nc3cn[nH]c3)nc(N3CCCC3)nc2[nH]1,False,0
CHEMBL5941761,C=CC(=O)Nc1cccc(Nc2nc(NCc3ccc(OC)cc3)ncc2F)c1,5.6192240715026855,False,6.757213759157392,75,15.789473684210526,0.6818181818181818,False,c1ccc(CNc2nccc(Nc3ccccc3)n2)cc1,False,0
CHEMBL121405,OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1,5.828788757324219,False,6.753365748458439,76,16.0,0.4852941176470588,False,c1ccc(-c2nc(C3CCNCC3)oc2-c2ccnc(NC3CCCCC3)c2)cc1,False,0
CHEMBL3814940,Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCN5CCCCC5)cc34)cc2Cl)c1,5.75448751449585,False,6.726410075293647,77,16.210526315789473,0.868421052631579,False,S=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,False,0
CHEMBL98798,COc1cc2ncnc(Oc3cccc(Br)c3)c2cc1OC,5.1191864013671875,False,6.721295651197434,78,16.42105263157895,0.5714285714285714,False,c1ccc(Oc2ncnc3ccccc23)cc1,False,0
CHEMBL1257998,CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1,5.638272285461426,False,6.699988426571801,79,16.63157894736842,0.46808510638297873,False,c1ccc2oc(Nc3ccc(-c4nn(C5CCC(N6CCNCC6)CC5)c5ncncc45)cc3)nc2c1,False,0
CHEMBL2437461,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)cc1,5.9291181564331055,False,6.697326439089246,80,16.842105263157894,0.8225806451612904,False,O=c1cnc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n1-c1ccccc1,False,0
CHEMBL4202780,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)/C=C/CN(C)C)n1,5.107905387878418,False,6.690652889675564,81,17.05263157894737,0.6666666666666666,False,c1ccc(Oc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,False,0
CHEMBL410659,Nc1nccn2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)nc2[C@H]1C[C@@H](CN2CCC2)C1,5.017728805541992,False,6.634609781768587,82,17.263157894736842,0.36363636363636365,False,c1ccc(-c2ccc3ccc(-c4nc(C5CC(CN6CCC6)C5)n5ccncc45)cc3n2)cc1,False,0
CHEMBL1241580,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1,5.93930196762085,False,6.618259651369518,83,17.473684210526315,0.9574468085106383,False,c1ccc(-c2nn(C3CCC3)c3ncncc23)cc1,False,0
CHEMBL187431,Cc1ccc(Nc2ncnn3c(C)ccc23)cc1O,4.531652450561523,False,6.608302786747615,84,17.68421052631579,0.3484848484848485,False,c1ccc(Nc2ncnn3cccc23)cc1,False,0
CHEMBL3604931,C=CC(=O)Nc1cccc(Oc2nccc(Nc3cc(C)[nH]n3)n2)c1,5.895242691040039,False,6.608262006441752,85,17.894736842105264,0.6714285714285714,False,c1ccc(Oc2nccc(Nc3cc[nH]n3)n2)cc1,False,0
CHEMBL3612572,COCCn1c(=O)oc2cc3ncnc(Nc4ccc(OC)c(OC)c4)c3cc21,5.259637355804443,False,6.6051795161565146,86,18.105263157894736,0.6,False,O=c1[nH]c2cc3c(Nc4ccccc4)ncnc3cc2o1,False,0
CHEMBL1278149,COc1cc2ncnc(Oc3ccc(Br)c(F)c3)c2cc1OC,5.229147911071777,False,6.604533388270272,87,18.31578947368421,0.48148148148148145,False,c1ccc(Oc2ncnc3ccccc23)cc1,False,0
CHEMBL120185,CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1,5.06048059463501,False,6.598591480652491,88,18.526315789473685,0.37777777777777777,False,c1ccc(-c2nc3nc(N4CCNCC4)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1,False,0
CHEMBL3894623,COc1cc2c(Nc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)ncnc2cc1OCc1ccccc1,5.332640647888184,False,6.589706115192837,89,18.736842105263158,0.7164179104477612,False,O=C(Nc1ccccc1)Nc1ccc(Nc2ncnc3cc(OCc4ccccc4)ccc23)cc1,False,0
CHEMBL5569952,C/C=C/C(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccc(F)cc4)cc3F)ncnc2cc1OC,5.292440891265869,False,6.5832839790980024,90,18.94736842105263,0.6666666666666666,False,O=C(CCCc1ccccc1)Nc1ccc(Oc2ncnc3ccccc23)cc1,False,0
CHEMBL2070200,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCCO5)cc23)c1,5.9430952072143555,False,6.557155092557271,91,19.157894736842106,0.9642857142857143,False,c1ccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCCO5)cc23)cc1,False,0
CHEMBL4204596,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N=C=S)n1,5.512861728668213,False,6.554166411558787,92,19.36842105263158,0.5882352941176471,False,c1ccc(Oc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,False,0
CHEMBL5273994,COc1cc2c(Nc3ccc(Oc4ccc(Br)cc4)cc3)ncnc2cc1OCC1CCN(C)CC1,5.425505638122559,False,6.55320783191257,93,19.57894736842105,0.7878787878787878,False,c1ccc(Oc2ccc(Nc3ncnc4cc(OCC5CCNCC5)ccc34)cc2)cc1,False,0
